lncRNA,miRNA,gene,immune_cell,algo,r_lnc,p_lnc,r_miR,p_miR,r_gene,p_gene,cancer
TBX5-AS1,MIR25,CCL26,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.443924654,5.98E-22,BLCA
TBX5-AS1,MIR25,CCL26,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.376303609,9.59E-16,BLCA
TBX5-AS1,MIR25,CCL26,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.521575294,5.06E-31,BLCA
TBX5-AS1,MIR25,CCL26,B.cell,EPIC,0.298041549,3.63E-10,-0.141583429,0.003444909,0.169364738,0.000453828,BLCA
TBX5-AS1,MIR25,CCL26,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.527449974,8.29E-32,BLCA
TBX5-AS1,MIR25,CCL26,T.cell.CD4.,EPIC,-0.174877818,0.000291731,0.103212746,0.033403252,-0.405032304,3.29E-18,BLCA
TBX5-AS1,MIR25,CCL26,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.52657422,1.09E-31,BLCA
TBX5-AS1,MIR25,CCL26,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.430033345,1.47E-20,BLCA
TBX5-AS1,MIR25,CCR4,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.312012753,4.76E-11,BLCA
TBX5-AS1,MIR25,CCR4,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.614427503,1.80E-45,BLCA
TBX5-AS1,MIR25,CCR4,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.288706241,1.33E-09,BLCA
TBX5-AS1,MIR25,CCR4,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.578961501,2.11E-39,BLCA
TBX5-AS1,MIR25,CCR4,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.661148049,9.56E-55,BLCA
TBX5-AS1,MIR25,CCR4,T.cell.CD8.,QUANTISEQ,0.209936189,1.28E-05,-0.167328899,0.000532472,0.537802381,3.13E-33,BLCA
TBX5-AS1,MIR25,CCR4,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.681572397,2.40E-59,BLCA
TBX5-AS1,MIR25,CCR4,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.548685762,8.84E-35,BLCA
TBX5-AS1,MIR25,CCR4,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.529218839,4.77E-32,BLCA
TBX5-AS1,MIR25,CCR4,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.477800414,1.26E-25,BLCA
TBX5-AS1,MIR25,CCR4,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.665004373,1.38E-55,BLCA
TBX5-AS1,MIR25,CCR4,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.51792893,1.53E-30,BLCA
TBX5-AS1,MIR25,CCR4,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.670751366,7.29E-57,BLCA
TBX5-AS1,MIR25,CCR4,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.341811193,4.32E-13,BLCA
TBX5-AS1,MIR25,CCR4,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.48449995,2.12E-26,BLCA
TBX5-AS1,MIR25,CCR4,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.67891841,9.96E-59,BLCA
TBX5-AS1,MIR25,CCR4,Endothelial.cell,XCELL,0.269374029,1.69E-08,-0.229164388,1.81E-06,0.249738705,1.83E-07,BLCA
TBX5-AS1,MIR25,CCR4,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.363796843,9.58E-15,BLCA
TBX5-AS1,MIR25,CCR4,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.510530583,1.38E-29,BLCA
TBX5-AS1,MIR25,CCR4,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.594698046,5.30E-42,BLCA
TBX5-AS1,MIR25,CCR4,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.726922191,4.83E-71,BLCA
TBX5-AS1,MIR25,CCR4,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.390908167,5.74E-17,BLCA
TBX5-AS1,MIR25,CCR4,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.694086998,2.34E-62,BLCA
TBX5-AS1,MIR25,CCR4,B.cell,EPIC,0.298041549,3.63E-10,-0.141583429,0.003444909,0.563515323,5.51E-37,BLCA
TBX5-AS1,MIR25,CCR4,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.490838385,3.76E-27,BLCA
TBX5-AS1,MIR25,CCR4,Endothelial.cell,EPIC,0.310393635,6.06E-11,-0.134333735,0.005540789,0.301448898,2.23E-10,BLCA
TBX5-AS1,MIR25,CCR4,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.609477435,1.41E-44,BLCA
TBX5-AS1,MIR25,CCR4,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.260112879,5.31E-08,BLCA
TBX5-AS1,MIR25,ENG,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.23444362,1.02E-06,BLCA
TBX5-AS1,MIR25,ENG,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.399235435,1.08E-17,BLCA
TBX5-AS1,MIR25,ENG,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.336827905,9.83E-13,BLCA
TBX5-AS1,MIR25,ENG,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.472279158,5.36E-25,BLCA
TBX5-AS1,MIR25,ENG,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.355345767,4.29E-14,BLCA
TBX5-AS1,MIR25,ENG,T.cell.CD8.,QUANTISEQ,0.209936189,1.28E-05,-0.167328899,0.000532472,0.362193675,1.28E-14,BLCA
TBX5-AS1,MIR25,ENG,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.377250821,8.02E-16,BLCA
TBX5-AS1,MIR25,ENG,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.375429238,1.13E-15,BLCA
TBX5-AS1,MIR25,ENG,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.336372888,1.06E-12,BLCA
TBX5-AS1,MIR25,ENG,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.324495787,7.06E-12,BLCA
TBX5-AS1,MIR25,ENG,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.313330728,3.91E-11,BLCA
TBX5-AS1,MIR25,ENG,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.392921636,3.85E-17,BLCA
TBX5-AS1,MIR25,ENG,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.440269184,1.41E-21,BLCA
TBX5-AS1,MIR25,ENG,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.550193369,5.34E-35,BLCA
TBX5-AS1,MIR25,ENG,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.52032077,7.41E-31,BLCA
TBX5-AS1,MIR25,ENG,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.445167732,4.46E-22,BLCA
TBX5-AS1,MIR25,ENG,Endothelial.cell,XCELL,0.269374029,1.69E-08,-0.229164388,1.81E-06,0.629865259,2.32E-48,BLCA
TBX5-AS1,MIR25,ENG,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.408152848,1.72E-18,BLCA
TBX5-AS1,MIR25,ENG,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.442949987,7.52E-22,BLCA
TBX5-AS1,MIR25,ENG,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.444999772,4.64E-22,BLCA
TBX5-AS1,MIR25,ENG,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.416571884,2.87E-19,BLCA
TBX5-AS1,MIR25,ENG,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.605448096,7.32E-44,BLCA
TBX5-AS1,MIR25,ENG,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.562524894,7.80E-37,BLCA
TBX5-AS1,MIR25,ENG,B.cell,EPIC,0.298041549,3.63E-10,-0.141583429,0.003444909,0.253141892,1.23E-07,BLCA
TBX5-AS1,MIR25,ENG,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.476197652,1.93E-25,BLCA
TBX5-AS1,MIR25,ENG,T.cell.CD4.,EPIC,-0.174877818,0.000291731,0.103212746,0.033403252,-0.241727814,4.57E-07,BLCA
TBX5-AS1,MIR25,ENG,Endothelial.cell,EPIC,0.310393635,6.06E-11,-0.134333735,0.005540789,0.48008285,6.91E-26,BLCA
TBX5-AS1,MIR25,ENG,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.484265058,2.25E-26,BLCA
TBX5-AS1,MIR25,ENG,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.308567789,7.93E-11,BLCA
TBX5-AS1,MIR25,FGF2,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.385222614,1.75E-16,BLCA
TBX5-AS1,MIR25,FGF2,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.452321712,8.01E-23,BLCA
TBX5-AS1,MIR25,FGF2,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.349767004,1.13E-13,BLCA
TBX5-AS1,MIR25,FGF2,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.427687345,2.50E-20,BLCA
TBX5-AS1,MIR25,FGF2,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.353078883,6.36E-14,BLCA
TBX5-AS1,MIR25,FGF2,T.cell.CD8.,QUANTISEQ,0.209936189,1.28E-05,-0.167328899,0.000532472,0.320152055,1.39E-11,BLCA
TBX5-AS1,MIR25,FGF2,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.42576503,3.83E-20,BLCA
TBX5-AS1,MIR25,FGF2,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.350030408,1.08E-13,BLCA
TBX5-AS1,MIR25,FGF2,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.328276979,3.89E-12,BLCA
TBX5-AS1,MIR25,FGF2,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.333029133,1.82E-12,BLCA
TBX5-AS1,MIR25,FGF2,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.397427928,1.56E-17,BLCA
TBX5-AS1,MIR25,FGF2,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.387249096,1.18E-16,BLCA
TBX5-AS1,MIR25,FGF2,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.499129879,3.71E-28,BLCA
TBX5-AS1,MIR25,FGF2,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.47090959,7.64E-25,BLCA
TBX5-AS1,MIR25,FGF2,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.631172299,1.30E-48,BLCA
TBX5-AS1,MIR25,FGF2,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.371628017,2.29E-15,BLCA
TBX5-AS1,MIR25,FGF2,Endothelial.cell,XCELL,0.269374029,1.69E-08,-0.229164388,1.81E-06,0.40311594,4.89E-18,BLCA
TBX5-AS1,MIR25,FGF2,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.508629585,2.41E-29,BLCA
TBX5-AS1,MIR25,FGF2,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.285162779,2.15E-09,BLCA
TBX5-AS1,MIR25,FGF2,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.359034595,2.24E-14,BLCA
TBX5-AS1,MIR25,FGF2,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.395767879,2.18E-17,BLCA
TBX5-AS1,MIR25,FGF2,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.565963983,2.33E-37,BLCA
TBX5-AS1,MIR25,FGF2,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.568224005,1.04E-37,BLCA
TBX5-AS1,MIR25,FGF2,B.cell,EPIC,0.298041549,3.63E-10,-0.141583429,0.003444909,0.393325287,3.55E-17,BLCA
TBX5-AS1,MIR25,FGF2,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.506403488,4.61E-29,BLCA
TBX5-AS1,MIR25,FGF2,T.cell.CD4.,EPIC,-0.174877818,0.000291731,0.103212746,0.033403252,-0.13022136,0.007185325,BLCA
TBX5-AS1,MIR25,FGF2,Endothelial.cell,EPIC,0.310393635,6.06E-11,-0.134333735,0.005540789,0.378286831,6.60E-16,BLCA
TBX5-AS1,MIR25,FGF2,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.394151599,3.01E-17,BLCA
TBX5-AS1,MIR25,FGF2,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.205516813,1.95E-05,BLCA
TBX5-AS1,MIR25,IL6ST,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.444513643,5.20E-22,BLCA
TBX5-AS1,MIR25,IL6ST,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.65834253,3.84E-54,BLCA
TBX5-AS1,MIR25,IL6ST,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.400837259,7.80E-18,BLCA
TBX5-AS1,MIR25,IL6ST,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.597593597,1.70E-42,BLCA
TBX5-AS1,MIR25,IL6ST,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.34340538,3.31E-13,BLCA
TBX5-AS1,MIR25,IL6ST,T.cell.CD8.,QUANTISEQ,0.209936189,1.28E-05,-0.167328899,0.000532472,0.31780737,1.98E-11,BLCA
TBX5-AS1,MIR25,IL6ST,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.537290375,3.69E-33,BLCA
TBX5-AS1,MIR25,IL6ST,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.336298844,1.07E-12,BLCA
TBX5-AS1,MIR25,IL6ST,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.392613059,4.09E-17,BLCA
TBX5-AS1,MIR25,IL6ST,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.404702756,3.52E-18,BLCA
TBX5-AS1,MIR25,IL6ST,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.298021135,3.64E-10,BLCA
TBX5-AS1,MIR25,IL6ST,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.507583905,3.27E-29,BLCA
TBX5-AS1,MIR25,IL6ST,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.57076691,4.19E-38,BLCA
TBX5-AS1,MIR25,IL6ST,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.42945741,1.68E-20,BLCA
TBX5-AS1,MIR25,IL6ST,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.501361711,1.97E-28,BLCA
TBX5-AS1,MIR25,IL6ST,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.345218683,2.44E-13,BLCA
TBX5-AS1,MIR25,IL6ST,Endothelial.cell,XCELL,0.269374029,1.69E-08,-0.229164388,1.81E-06,0.216400163,6.75E-06,BLCA
TBX5-AS1,MIR25,IL6ST,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.377098403,8.26E-16,BLCA
TBX5-AS1,MIR25,IL6ST,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.351205335,8.79E-14,BLCA
TBX5-AS1,MIR25,IL6ST,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.410066497,1.15E-18,BLCA
TBX5-AS1,MIR25,IL6ST,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.410756749,9.92E-19,BLCA
TBX5-AS1,MIR25,IL6ST,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.356371464,3.58E-14,BLCA
TBX5-AS1,MIR25,IL6ST,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.500555721,2.47E-28,BLCA
TBX5-AS1,MIR25,IL6ST,B.cell,EPIC,0.298041549,3.63E-10,-0.141583429,0.003444909,0.289807413,1.14E-09,BLCA
TBX5-AS1,MIR25,IL6ST,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.401606822,6.66E-18,BLCA
TBX5-AS1,MIR25,IL6ST,Endothelial.cell,EPIC,0.310393635,6.06E-11,-0.134333735,0.005540789,0.250822091,1.61E-07,BLCA
TBX5-AS1,MIR25,IL6ST,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.391724844,4.88E-17,BLCA
TBX5-AS1,MIR25,IL6ST,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.145193134,0.002696858,BLCA
TBX5-AS1,MIR25,ITGAV,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.415892955,3.32E-19,BLCA
TBX5-AS1,MIR25,ITGAV,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.493623517,1.74E-27,BLCA
TBX5-AS1,MIR25,ITGAV,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.452905854,6.95E-23,BLCA
TBX5-AS1,MIR25,ITGAV,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.516980038,2.03E-30,BLCA
TBX5-AS1,MIR25,ITGAV,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.140023606,0.00382285,BLCA
TBX5-AS1,MIR25,ITGAV,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.344251422,2.87E-13,BLCA
TBX5-AS1,MIR25,ITGAV,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.108011772,0.025968694,BLCA
TBX5-AS1,MIR25,ITGAV,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.242731238,4.08E-07,BLCA
TBX5-AS1,MIR25,ITGAV,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.257360679,7.41E-08,BLCA
TBX5-AS1,MIR25,ITGAV,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.154061841,0.001443783,BLCA
TBX5-AS1,MIR25,ITGAV,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.47041597,8.68E-25,BLCA
TBX5-AS1,MIR25,ITGAV,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.360301387,1.79E-14,BLCA
TBX5-AS1,MIR25,ITGAV,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.292124869,8.30E-10,BLCA
TBX5-AS1,MIR25,ITGAV,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.48272264,3.41E-26,BLCA
TBX5-AS1,MIR25,ITGAV,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.189393621,8.55E-05,BLCA
TBX5-AS1,MIR25,ITGAV,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.263392675,3.56E-08,BLCA
TBX5-AS1,MIR25,ITGAV,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.304271009,1.49E-10,BLCA
TBX5-AS1,MIR25,ITGAV,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.320613851,1.29E-11,BLCA
TBX5-AS1,MIR25,ITGAV,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.221404386,4.06E-06,BLCA
TBX5-AS1,MIR25,ITGAV,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.175736496,0.000272001,BLCA
TBX5-AS1,MIR25,ITGAV,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.242622595,4.13E-07,BLCA
TBX5-AS1,MIR25,ITGAV,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.502870519,1.28E-28,BLCA
TBX5-AS1,MIR25,ITGAV,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.309912773,6.50E-11,BLCA
TBX5-AS1,MIR25,ITGAV,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.105798409,0.029198937,BLCA
TBX5-AS1,MIR25,OSMR,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.494916748,1.21E-27,BLCA
TBX5-AS1,MIR25,OSMR,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.692339498,6.30E-62,BLCA
TBX5-AS1,MIR25,OSMR,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.368993865,3.73E-15,BLCA
TBX5-AS1,MIR25,OSMR,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.694319457,2.05E-62,BLCA
TBX5-AS1,MIR25,OSMR,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.283001162,2.87E-09,BLCA
TBX5-AS1,MIR25,OSMR,T.cell.CD8.,QUANTISEQ,0.209936189,1.28E-05,-0.167328899,0.000532472,0.275639776,7.56E-09,BLCA
TBX5-AS1,MIR25,OSMR,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.411095219,9.23E-19,BLCA
TBX5-AS1,MIR25,OSMR,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.292208546,8.21E-10,BLCA
TBX5-AS1,MIR25,OSMR,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.490951056,3.64E-27,BLCA
TBX5-AS1,MIR25,OSMR,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.441931031,9.56E-22,BLCA
TBX5-AS1,MIR25,OSMR,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.125127011,0.009819611,BLCA
TBX5-AS1,MIR25,OSMR,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.611443623,6.25E-45,BLCA
TBX5-AS1,MIR25,OSMR,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.453274921,6.35E-23,BLCA
TBX5-AS1,MIR25,OSMR,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.175168592,0.000284905,BLCA
TBX5-AS1,MIR25,OSMR,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.563947101,4.74E-37,BLCA
TBX5-AS1,MIR25,OSMR,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.344321484,2.84E-13,BLCA
TBX5-AS1,MIR25,OSMR,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.306443812,1.08E-10,BLCA
TBX5-AS1,MIR25,OSMR,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.463815419,4.66E-24,BLCA
TBX5-AS1,MIR25,OSMR,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.506224784,4.86E-29,BLCA
TBX5-AS1,MIR25,OSMR,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.405849995,2.77E-18,BLCA
TBX5-AS1,MIR25,OSMR,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.210952389,1.16E-05,BLCA
TBX5-AS1,MIR25,OSMR,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.423627112,6.15E-20,BLCA
TBX5-AS1,MIR25,OSMR,B.cell,EPIC,0.298041549,3.63E-10,-0.141583429,0.003444909,0.095830767,0.048344308,BLCA
TBX5-AS1,MIR25,OSMR,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.45391443,5.44E-23,BLCA
TBX5-AS1,MIR25,OSMR,T.cell.CD4.,EPIC,-0.174877818,0.000291731,0.103212746,0.033403252,-0.15396883,0.001453527,BLCA
TBX5-AS1,MIR25,OSMR,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.465218615,3.27E-24,BLCA
TBX5-AS1,MIR25,OSMR,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.328359726,3.84E-12,BLCA
TBX5-AS1,MIR25,PDGFRL,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.190704799,7.61E-05,BLCA
TBX5-AS1,MIR25,PDGFRL,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.256896094,7.84E-08,BLCA
